id,wm,iq,comp
7881,52,100,21
7882,53,90,19
7883,52,114,19
7884,40,89,21
7885,52,93,19
7886,50,87,19
7887,44,116,20
7888,45,89,17
7889,47,102,22
7890,62,94,17
7891,51,129,17
7892,52,107,22
7893,47,103,19
7894,56,84,19
7895,54,96,17
7896,53,87,21
7897,45,82,21
7898,47,38,16
7899,47,71,23
7900,46,114,21
7901,45,72,20
7902,49,115,18
7903,47,100,19
7904,46,95,23
7905,52,120,21
7906,35,84,20
7907,41,127,16
7908,50,105,18
7909,55,123,16
7910,53,101,22
7911,45,83,17
7912,49,84,18
7913,48,94,23
7914,50,107,20
7915,44,85,22
7916,53,106,17
7917,45,106,15
7918,49,86,20
7919,54,112,21
7920,53,125,19
7921,47,85,19
7922,38,98,21
7923,51,131,22
7924,46,111,20
7925,50,84,18
7926,53,116,17
7927,52,116,20
7928,50,99,18
7929,50,75,17
7930,51,121,17
7931,57,94,19
7932,46,87,20
7933,48,74,22
7934,51,82,21
7935,53,112,21
7936,58,113,17
7937,52,100,21
7938,49,98,16
7939,53,108,22
7940,58,95,19
7941,51,119,19
7942,46,98,21
7943,49,98,22
7944,55,119,17
7945,46,103,27
7946,58,111,21
7947,53,88,20
7948,44,93,17
7949,48,107,22
7950,53,108,17
7951,43,121,21
7952,39,92,19
7953,51,115,22
7954,50,112,23
7955,60,114,20
7956,52,91,17
7957,49,129,20
7958,44,114,21
7959,50,88,16
7960,52,115,19
7961,50,101,19
7962,43,135,21
7963,59,113,18
7964,54,89,23
7965,53,101,19
7966,59,110,18
7967,48,75,19
7968,48,87,26
7969,53,92,19
7970,55,53,18
7971,48,100,16
7972,52,86,20
7973,44,120,19
7974,45,107,21
7975,40,104,18
7976,50,97,19
7977,58,106,19
7978,49,107,17
7979,55,94,19
7980,45,117,23
7981,46,91,20
7982,47,102,22
7983,56,110,18
7984,55,67,23
7985,60,109,20
7986,53,93,13
7987,46,109,15
7988,43,97,19
7989,55,94,18
7990,43,109,19
7991,48,113,20
7992,49,94,17
7993,54,122,18
7994,59,130,19
7995,40,109,22
7996,53,89,20
7997,53,96,22
7998,46,91,22
7999,64,113,20
8000,52,108,17
8001,48,122,19
8002,48,92,22
8003,45,59,21
8004,51,119,17
8005,51,71,19
8006,54,118,18
8007,59,101,20
8008,46,92,24
8009,56,98,20
8010,42,75,17
8011,44,107,22
8012,50,103,19
8013,53,86,19
8014,50,101,21
8015,47,95,21
8016,46,100,21
8017,56,76,18
8018,46,114,17
8019,54,99,19
8020,47,95,17
8021,60,121,18
8022,45,111,22
8023,47,102,18
8024,53,103,18
8025,45,89,22
8026,47,127,18
8027,53,82,17
8028,55,68,22
8029,51,82,26
8030,52,115,17
8031,49,103,17
8032,47,112,20
8033,50,128,17
8034,34,91,17
8035,53,102,20
8036,50,80,19
8037,42,105,21
8038,54,92,20
8039,51,87,16
8040,47,100,18
8041,52,98,17
8042,54,66,17
8043,56,85,20
8044,50,128,19
8045,46,73,18
8046,51,105,21
8047,51,78,20
8048,49,98,17
8049,46,81,23
8050,48,110,20
8051,53,130,21
8052,56,87,22
8053,49,104,20
8054,47,102,17
8055,45,103,23
8056,51,106,20
8057,54,83,21
8058,46,116,17
8059,55,85,21
8060,46,124,23
8061,45,73,18
8062,49,101,15
8063,52,130,20
8064,58,95,19
8065,57,76,19
8066,48,61,23
8067,53,101,20
8068,52,109,22
8069,49,87,20
8070,50,96,22
8071,46,88,25
8072,46,109,15
8073,45,124,19
8074,51,98,19
8075,53,74,18
8076,55,110,20
8077,56,90,18
8078,51,105,19
8079,54,107,20
8080,51,106,21
8081,52,103,19
8082,52,116,22
8083,47,92,21
8084,37,122,20
8085,58,97,17
8086,58,78,25
8087,55,81,17
8088,51,98,19
8089,54,106,21
8090,43,97,20
8091,45,112,19
8092,40,118,19
8093,45,89,25
8094,54,73,20
8095,41,109,21
8096,57,94,21
8097,54,63,19
8098,46,94,19
8099,49,120,16
8100,41,94,20
8101,58,100,22
8102,51,106,21
8103,52,97,20
8104,50,105,22
8105,53,98,21
8106,52,104,22
8107,53,111,21
8108,58,97,21
8109,52,89,22
8110,42,99,18
8111,54,96,18
8112,46,113,17
8113,42,108,20
8114,58,89,17
8115,51,86,18
8116,57,99,21
8117,55,90,21
8118,45,95,15
8119,54,100,23
8120,45,80,21
8121,51,86,19
8122,48,67,21
8123,48,86,19
8124,56,117,19
8125,51,143,19
8126,40,89,20
8127,54,112,18
8128,53,79,19
8129,47,95,16
8130,52,95,22
8131,47,98,21
8132,55,93,17
8133,43,81,18
8134,47,94,20
8135,44,84,20
8136,49,105,20
8137,49,129,22
8138,62,87,23
8139,40,101,21
8140,49,101,20
8141,45,114,17
8142,45,102,19
8143,56,92,20
8144,46,113,21
8145,43,96,18
8146,52,90,19
8147,49,109,20
8148,47,83,19
8149,50,91,19
8150,50,118,20
8151,50,83,19
8152,49,111,20
8153,45,94,21
8154,51,103,21
8155,56,133,19
8156,49,98,17
8157,51,95,19
8158,50,123,22
8159,52,91,18
8160,48,89,20
8161,43,118,21
8162,53,137,20
8163,52,114,21
8164,55,90,16
8165,53,88,19
8166,44,107,17
8167,55,107,21
8168,45,85,18
8169,48,118,19
8170,58,121,18
8171,50,109,18
8172,39,100,17
8173,46,123,17
8174,48,91,21
8175,46,100,20
8176,57,124,26
8177,51,87,19
8178,49,101,18
8179,44,111,20
8180,45,81,20
8181,52,82,19
8182,46,107,21
8183,49,110,16
8184,52,109,18
8185,53,77,23
8186,49,101,19
8187,45,100,21
8188,56,89,19
8189,53,88,20
8190,50,79,23
8191,53,114,15
8192,41,105,21
8193,52,84,18
8194,45,90,18
8195,48,99,22
8196,48,117,18
8197,50,96,17
8198,52,84,17
8199,50,109,21
8200,41,110,21
8201,52,108,21
8202,51,107,21
8203,56,83,19
8204,49,107,24
8205,51,111,16
8206,54,101,20
8207,45,106,16
8208,40,89,20
8209,54,79,20
8210,45,82,25
8211,58,105,22
8212,54,102,19
8213,45,69,20
8214,55,86,20
8215,53,88,22
8216,55,68,17
8217,48,104,20
8218,56,100,19
8219,54,110,17
8220,54,108,19
8221,46,78,16
8222,46,104,23
8223,54,99,22
8224,37,95,21
8225,58,83,17
8226,44,102,20
8227,55,114,17
8228,59,105,21
8229,48,101,16
8230,53,93,19
8231,51,107,22
8232,46,115,19
8233,51,77,22
8234,44,108,20
8235,57,118,20
8236,46,111,24
8237,53,88,23
8238,42,103,20
8239,53,113,16
8240,46,109,16
8241,46,85,18
8242,50,120,24
8243,40,110,16
8244,49,69,18
8245,56,89,18
8246,47,64,14
8247,49,55,18
8248,55,108,20
8249,48,113,22
8250,57,84,19
8251,46,83,16
8252,56,110,20
8253,44,94,22
8254,49,77,21
8255,52,83,15
8256,55,86,20
8257,50,91,18
8258,40,77,18
8259,48,97,17
8260,50,113,21
8261,41,109,22
8262,50,117,19
8263,59,78,22
8264,37,99,16
8265,49,76,20
8266,61,124,19
8267,53,89,19
8268,53,63,19
8269,44,81,20
8270,44,98,19
8271,54,107,20
8272,55,115,20
8273,53,107,21
8274,55,93,21
8275,47,92,18
8276,52,97,17
8277,48,117,20
8278,56,119,15
8279,46,102,20
8280,46,119,19
8281,45,104,20
8282,45,111,22
8283,40,109,23
8284,55,84,18
8285,50,133,17
8286,49,77,20
8287,47,74,22
8288,57,122,21
8289,51,115,15
8290,49,94,20
8291,61,80,22
8292,46,79,23
8293,49,103,22
8294,50,99,17
8295,45,103,21
8296,52,135,18
8297,41,97,17
8298,44,106,18
8299,49,122,20
8300,59,120,23
8301,47,114,19
8302,43,101,22
8303,51,109,15
8304,44,85,19
8305,49,100,19
8306,62,125,19
8307,50,100,18
8308,44,135,19
8309,47,110,20
8310,59,78,17
8311,44,112,19
8312,58,98,21
8313,55,104,21
8314,59,96,20
8315,48,105,19
8316,43,79,20
8317,49,91,19
8318,53,113,17
8319,49,71,21
8320,45,87,19
8321,52,70,16
8322,55,84,16
8323,52,104,19
8324,50,92,17
8325,50,133,17
8326,53,106,18
8327,57,103,16
8328,49,101,20
8329,46,63,19
8330,54,112,21
8331,50,80,18
8332,47,117,20
8333,55,104,22
8334,61,109,22
8335,40,74,22
8336,50,64,21
8337,43,106,18
8338,49,91,21
8339,48,79,17
8340,48,105,22
8341,48,105,21
8342,39,98,19
8343,45,115,24
8344,48,53,20
8345,57,111,21
8346,51,79,19
8347,51,89,21
8348,50,93,21
8349,45,118,18
8350,52,69,21
8351,54,75,18
8352,45,126,23
8353,55,111,16
8354,49,101,22
8355,47,107,21
8356,48,101,17
8357,52,72,16
8358,52,94,21
8359,47,91,15
8360,56,91,18
8361,47,81,22
8362,49,93,22
8363,50,102,17
8364,47,118,22
8365,49,109,20
8366,47,101,20
8367,46,94,18
8368,54,95,19
8369,52,107,15
8370,52,89,18
8371,41,110,18
8372,52,86,20
8373,47,102,24
8374,53,125,18
8375,47,95,17
8376,51,111,19
8377,50,100,19
8378,46,105,23
8379,47,102,19
8380,46,94,18
8381,48,85,22
8382,48,103,20
8383,49,111,22
8384,54,103,20
8385,38,82,23
8386,48,122,21
8387,57,98,16
8388,49,96,21
8389,55,106,18
8390,57,118,20
8391,51,113,20
8392,44,106,21
8393,43,80,24
8394,48,102,17
8395,39,104,18
8396,44,81,23
8397,51,77,15
8398,53,85,19
8399,49,111,21
8400,56,98,17
8401,48,117,22
8402,41,108,18
8403,53,121,22
8404,49,126,19
8405,47,85,21
8406,47,69,17
8407,56,123,21
8408,49,95,20
8409,52,75,21
8410,52,107,19
8411,54,97,18
8412,52,128,18
8413,41,117,20
8414,46,136,19
8415,45,112,21
8416,51,97,18
8417,51,79,20
8418,62,113,19
8419,52,99,19
8420,47,106,20
8421,62,84,16
8422,54,114,20
8423,44,72,20
8424,48,114,21
8425,51,104,21
8426,49,114,19
8427,51,103,18
8428,53,77,19
8429,48,118,19
8430,48,87,16
8431,56,74,20
8432,45,93,20
8433,54,108,20
8434,51,94,22
8435,49,97,19
8436,50,133,18
8437,45,93,21
8438,60,78,19
8439,49,83,21
8440,53,83,18
8441,56,125,22
8442,51,69,21
8443,49,89,18
8444,49,109,19
8445,51,142,19
8446,53,89,19
8447,48,91,18
8448,49,110,21
8449,40,112,18
8450,56,91,17
8451,46,88,16
8452,46,98,21
8453,53,99,21
8454,56,106,21
8455,52,109,22
8456,46,84,18
8457,50,99,20
8458,52,96,22
8459,51,88,19
8460,50,69,15
8461,52,76,20
8462,54,123,17
8463,56,122,21
8464,53,114,21
8465,50,115,19
8466,45,82,17
8467,54,95,22
8468,49,107,18
8469,52,99,17
8470,43,98,18
8471,49,111,18
8472,48,103,19
8473,52,94,22
8474,43,104,20
8475,58,95,20
8476,66,87,16
8477,39,98,20
8478,60,120,17
8479,53,101,17
8480,62,80,19
8481,52,93,17
8482,50,118,18
8483,42,102,21
8484,48,112,19
8485,42,66,25
8486,44,112,20
8487,48,118,22
8488,54,90,20
8489,48,100,21
8490,52,110,19
8491,43,81,20
8492,52,116,20
8493,39,100,15
8494,51,91,21
8495,47,87,19
8496,49,109,24
8497,44,106,19
8498,38,124,18
8499,51,128,17
8500,61,105,22
8501,50,70,18
8502,55,95,20
8503,57,78,18
8504,49,88,16
8505,54,99,20
8506,56,108,22
8507,49,90,17
8508,50,94,21
8509,47,98,23
8510,49,87,20
8511,59,122,19
8512,44,108,17
8513,51,114,22
8514,48,90,19
8515,44,77,19
8516,47,109,16
8517,46,114,17
8518,42,84,21
8519,54,72,22
8520,51,104,21
8521,41,122,25
8522,55,113,22
8523,44,102,21
8524,54,119,18
8525,50,111,24
8526,55,112,16
8527,47,111,25
8528,50,81,22
8529,41,81,19
8530,57,112,19
8531,45,103,19
8532,49,86,16
8533,55,108,19
8534,43,92,19
8535,47,87,20
8536,43,91,18
8537,54,107,19
8538,50,91,16
8539,48,93,22
8540,58,118,19
8541,58,108,18
8542,52,117,21
8543,56,132,17
8544,44,104,18
8545,51,90,20
8546,57,95,19
8547,48,80,22
8548,49,110,19
8549,39,103,17
8550,47,93,18
8551,51,95,23
8552,50,124,23
8553,44,107,22
8554,47,124,16
8555,46,62,23
8556,50,109,17
8557,48,107,17
8558,49,108,20
8559,47,83,17
8560,53,96,21
8561,46,99,19
8562,55,105,18
8563,56,109,16
8564,48,88,20
8565,53,102,17
8566,55,119,22
8567,51,109,22
8568,58,111,20
8569,57,127,20
8570,46,88,23
8571,48,126,18
8572,56,113,17
8573,53,87,22
8574,59,87,21
8575,53,109,20
8576,43,70,16
8577,50,96,19
8578,48,95,19
8579,54,115,21
8580,41,65,17
8581,56,101,20
8582,53,111,24
8583,49,99,20
8584,54,93,18
8585,55,89,20
8586,45,74,21
8587,55,110,20
8588,50,81,22
8589,44,105,21
8590,54,85,17
8591,45,94,18
8592,57,97,21
8593,48,84,21
8594,52,98,20
8595,52,96,15
8596,57,122,18
8597,55,97,16
8598,41,101,22
8599,53,96,21
8600,45,92,22
8601,50,98,20
8602,49,89,20
8603,54,79,23
8604,53,99,18
8605,46,111,19
8606,49,91,17
8607,58,84,19
8608,52,91,23
8609,44,115,20
8610,48,110,18
8611,45,95,17
8612,46,96,17
8613,43,94,19
8614,49,94,19
8615,41,85,17
8616,45,104,18
8617,49,59,18
8618,52,98,19
8619,57,110,19
8620,48,89,21
8621,48,76,19
8622,49,67,19
8623,50,81,20
8624,49,107,20
8625,41,85,16
8626,45,86,20
8627,47,99,19
8628,42,104,23
8629,51,102,23
8630,56,97,16
8631,45,79,20
8632,48,95,23
8633,53,101,19
8634,55,98,17
8635,47,99,22
8636,45,108,16
8637,47,97,22
8638,55,97,21
8639,50,110,20
8640,51,93,19
8641,54,79,20
8642,42,91,15
8643,49,66,21
8644,44,133,23
8645,51,120,22
8646,51,77,20
8647,44,103,21
8648,48,113,17
8649,50,98,21
8650,37,107,22
8651,53,131,21
8652,53,86,20
8653,50,69,17
8654,53,112,23
8655,50,115,18
8656,41,108,17
8657,40,107,19
8658,46,89,19
8659,35,75,19
8660,52,95,18
8661,45,86,21
8662,47,84,20
8663,62,129,18
8664,47,104,19
8665,44,115,17
8666,66,92,17
8667,53,74,21
8668,51,117,18
8669,38,75,17
8670,55,96,20
8671,50,84,20
8672,49,94,21
8673,53,113,19
8674,48,112,17
8675,48,113,22
8676,53,97,19
8677,46,106,20
8678,37,98,19
8679,46,90,20
8680,52,107,18
8681,46,105,20
8682,41,117,21
8683,40,97,20
8684,59,112,22
8685,53,114,15
8686,41,116,23
8687,49,106,20
8688,44,92,19
8689,49,123,19
8690,52,98,22
8691,49,73,16
8692,48,103,19
8693,52,97,18
8694,48,104,23
8695,57,98,17
8696,43,102,20
8697,43,69,21
8698,48,90,23
8699,51,96,22
8700,55,115,17
8701,57,88,17
8702,45,100,18
8703,49,137,17
8704,51,96,17
8705,54,132,16
8706,48,107,19
8707,49,85,20
8708,44,98,21
8709,47,99,21
8710,47,110,23
8711,45,112,18
8712,48,103,17
8713,55,79,21
8714,52,91,22
8715,49,104,16
8716,48,106,23
8717,60,87,20
8718,43,121,20
8719,49,113,19
8720,58,91,18
8721,48,114,18
8722,60,117,22
8723,44,95,20
8724,61,56,21
8725,57,132,21
8726,47,106,19
8727,47,125,24
8728,42,85,19
8729,57,125,17
8730,48,103,20
8731,46,120,19
8732,51,120,19
8733,55,99,16
8734,51,103,18
8735,57,94,17
8736,47,97,18
8737,54,111,22
8738,49,80,22
8739,54,100,18
8740,59,95,20
8741,55,127,17
8742,49,79,20
8743,43,117,23
8744,45,86,22
8745,54,94,17
8746,48,79,21
8747,47,96,16
8748,51,104,24
8749,51,100,22
8750,52,85,19
8751,55,109,19
8752,45,116,17
8753,48,76,21
8754,44,111,22
8755,51,69,21
8756,50,78,23
8757,54,88,17
8758,50,113,21
8759,51,98,20
8760,55,101,19
8761,53,97,19
8762,52,105,22
8763,56,92,18
8764,49,111,23
8765,53,112,20
8766,49,93,21
8767,53,84,15
8768,53,92,21
8769,48,90,18
8770,43,100,19
8771,41,85,20
8772,52,82,22
8773,53,106,20
8774,48,111,19
8775,44,107,20
8776,50,129,21
8777,49,96,20
8778,47,107,21
8779,43,74,19
8780,49,95,20
8781,46,120,18
8782,40,92,19
8783,43,97,17
8784,53,101,20
8785,40,100,18
8786,58,111,18
8787,51,113,21
8788,45,96,19
8789,48,121,18
8790,54,86,21
8791,46,75,19
8792,44,124,19
8793,47,82,22
8794,34,86,20
8795,44,105,24
8796,47,82,23
8797,49,80,18
8798,52,99,22
8799,54,107,22
8800,51,114,21
8801,49,133,17
8802,64,86,20
8803,42,135,18
8804,42,83,21
8805,56,93,15
8806,38,107,18
8807,48,97,15
8808,53,84,22
8809,54,123,19
8810,46,120,22
8811,43,102,20
8812,45,82,20
8813,48,106,21
8814,52,119,19
8815,50,97,22
8816,46,129,23
8817,49,125,19
8818,54,115,21
8819,46,98,22
8820,43,110,18
8821,43,86,18
8822,53,93,19
8823,53,85,18
8824,45,107,18
8825,43,110,25
8826,50,123,20
8827,62,98,17
8828,56,99,15
8829,52,73,18
8830,51,112,18
8831,49,99,20
8832,42,107,22
8833,44,114,21
8834,51,101,20
8835,53,97,18
8836,50,121,21
8837,47,94,18
8838,50,108,20
8839,44,114,20
8840,52,101,22
8841,48,101,21
8842,54,110,18
8843,49,111,23
8844,59,79,18
8845,50,111,22
8846,50,104,19
8847,44,83,17
8848,50,92,17
8849,55,111,20
8850,52,103,16
8851,46,118,19
8852,50,123,17
8853,42,94,18
8854,45,90,21
8855,50,132,22
8856,46,109,18
8857,44,109,21
8858,50,116,15
8859,51,88,19
8860,54,80,21
8861,57,99,18
8862,46,99,18
8863,45,117,21
8864,57,105,20
8865,39,111,14
8866,48,94,19
8867,48,122,20
8868,54,127,19
8869,45,112,19
8870,44,98,18
8871,51,84,22
8872,43,88,19
8873,49,100,17
8874,54,94,23
8875,46,105,19
8876,45,100,19
8877,55,112,17
8878,49,95,21
8879,56,110,18
8880,53,116,21
8881,56,102,20
8882,47,93,18
8883,47,108,22
8884,45,102,17
8885,54,121,19
8886,49,90,18
8887,43,101,19
8888,53,90,15
8889,47,91,17
8890,46,99,20
8891,48,85,19
8892,49,114,21
8893,43,75,16
8894,54,98,18
8895,53,93,18
8896,54,108,17
8897,47,111,19
8898,54,106,21
8899,48,60,17
8900,46,99,20
8901,49,100,20
8902,46,87,18
8903,48,95,22
8904,55,83,21
8905,53,118,19
8906,57,100,18
8907,56,97,20
8908,46,80,20
8909,53,99,21
8910,50,98,19
8911,53,98,18
8912,61,89,20
8913,50,112,16
8914,49,81,18
8915,45,103,21
8916,48,75,19
8917,47,83,25
8918,53,97,20
8919,51,135,19
8920,51,89,22
8921,47,84,19
8922,46,104,21
8923,47,87,22
8924,57,95,21
8925,43,137,21
8926,47,102,20
8927,42,105,17
8928,48,132,17
8929,51,107,19
8930,52,74,17
8931,55,82,13
8932,43,102,22
8933,51,76,20
8934,49,102,20
8935,48,105,19
8936,52,75,22
8937,48,112,20
8938,49,80,22
8939,50,119,17
8940,47,91,18
8941,50,104,20
8942,52,100,14
8943,50,87,22
8944,41,104,16
8945,56,87,19
8946,46,91,19
8947,47,88,20
8948,47,95,20
8949,50,94,20
8950,49,133,20
8951,52,110,18
8952,42,85,18
8953,48,90,20
8954,47,144,18
8955,51,89,19
8956,43,124,18
8957,51,107,17
8958,54,84,17
8959,54,68,17
8960,44,118,16
8961,50,93,19
8962,45,88,21
8963,54,95,19
8964,48,82,19
8965,47,82,19
8966,44,110,22
8967,62,82,22
8968,49,109,20
8969,48,128,19
8970,51,93,21
8971,56,88,20
8972,51,132,18
8973,56,84,21
8974,54,99,17
8975,49,100,21
8976,52,133,18
8977,55,131,21
8978,52,69,24
8979,55,101,21
8980,51,84,21
8981,50,96,18
8982,48,88,16
8983,51,104,20
8984,49,101,17
8985,52,84,20
8986,41,109,20
8987,49,96,18
8988,54,129,17
8989,51,111,20
8990,50,108,20
8991,39,102,20
8992,55,96,19
8993,52,78,20
8994,44,79,22
8995,44,100,19
8996,51,105,19
8997,54,93,20
8998,47,94,17
8999,53,109,22
9000,50,97,19
9001,52,117,19
9002,50,102,22
9003,47,126,17
9004,44,85,22
9005,42,78,21
9006,47,107,20
9007,48,89,24
9008,50,112,18
9009,50,117,20
9010,49,87,17
9011,50,87,22
9012,59,76,21
9013,48,119,17
9014,45,102,20
9015,52,102,21
9016,48,132,21
9017,54,90,23
9018,48,93,20
9019,49,110,18
9020,54,90,19
9021,47,124,22
9022,41,86,18
9023,52,86,20
9024,57,96,20
9025,49,116,21
9026,51,91,16
9027,48,133,19
9028,55,82,22
9029,52,103,18
9030,46,85,22
9031,53,118,19
9032,52,115,21
9033,45,129,20
9034,50,100,19
9035,47,74,20
9036,41,90,19
9037,51,94,20
9038,47,87,16
9039,50,84,19
9040,50,108,19
9041,46,98,18
9042,42,132,18
9043,45,87,16
9044,48,103,18
9045,49,83,17
9046,54,112,22
9047,51,117,22
9048,57,96,20
9049,47,103,20
9050,55,94,19
9051,50,81,18
9052,53,97,20
9053,53,120,15
9054,48,95,21
9055,53,77,21
9056,53,125,21
9057,45,118,21
9058,54,100,16
9059,48,84,18
9060,53,104,17
9061,56,83,17
9062,47,99,17
9063,45,99,20
9064,56,88,19
9065,45,89,20
9066,45,87,20
9067,51,95,18
9068,52,83,19
9069,51,92,19
9070,51,119,17
9071,60,54,15
9072,50,94,20
9073,46,74,18
9074,46,102,18
9075,45,118,19
9076,49,80,21
9077,46,94,21
9078,49,86,18
9079,46,95,18
9080,55,120,19
9081,53,105,18
9082,48,89,20
9083,55,85,22
9084,56,82,17
9085,50,105,21
9086,52,108,20
9087,51,97,19
9088,52,114,20
9089,49,84,20
9090,47,86,19
9091,57,107,20
9092,47,109,17
9093,51,97,20
9094,51,102,20
9095,51,76,18
9096,40,104,24
9097,40,91,20
9098,44,107,22
9099,45,96,17
9100,35,101,19
9101,56,102,18
9102,49,79,23
9103,48,109,21
9104,43,106,22
9105,50,84,21
9106,42,125,16
9107,43,104,18
9108,57,90,21
9109,52,94,20
9110,56,124,21
9111,50,109,17
9112,50,86,22
9113,42,99,20
9114,47,93,21
9115,52,101,21
9116,63,105,20
9117,50,93,19
9118,44,100,19
9119,50,95,23
9120,41,123,17
9121,42,117,20
9122,57,109,22
9123,46,106,19
9124,45,102,19
9125,52,103,16
9126,53,118,21
9127,49,88,18
9128,48,121,17
9129,52,89,19
9130,48,95,18
9131,50,115,17
9132,49,90,19
9133,52,113,20
9134,47,90,17
9135,47,105,24
9136,50,61,17
9137,45,84,21
9138,46,85,20
9139,62,78,16
9140,51,108,16
9141,50,99,19
9142,49,84,17
9143,47,109,19
9144,50,96,20
9145,46,122,20
9146,54,94,17
9147,50,123,17
9148,47,107,17
9149,56,105,18
9150,53,117,20
9151,48,116,22
9152,51,81,17
9153,52,78,21
9154,51,115,20
9155,48,104,20
9156,33,102,17
9157,52,85,19
9158,60,87,20
9159,43,84,18
9160,51,111,20
9161,47,87,18
9162,46,97,22
9163,54,115,20
9164,40,109,20
9165,52,96,20
9166,48,99,21
9167,61,131,22
9168,52,111,19
9169,55,114,19
9170,42,99,18
9171,55,118,17
9172,43,81,22
9173,53,98,20
9174,49,114,18
9175,52,90,20
9176,41,115,20
9177,51,109,17
9178,52,102,19
9179,49,106,19
9180,52,112,19
9181,56,116,20
9182,52,131,18
9183,51,137,18
9184,44,68,18
9185,47,114,20
9186,52,128,21
9187,50,116,17
9188,50,87,21
9189,60,107,20
9190,55,128,20
9191,51,84,21
9192,50,75,16
9193,54,105,21
9194,47,80,18
9195,52,91,19
9196,48,97,21
9197,46,85,21
9198,44,98,17
9199,55,71,18
9200,56,114,20
9201,55,120,17
9202,48,114,20
9203,50,104,18
9204,53,104,18
9205,52,102,21
9206,44,79,20
9207,55,90,21
9208,50,114,21
9209,60,93,16
9210,51,91,20
9211,57,92,18
9212,51,65,18
9213,51,106,23
9214,50,109,17
9215,61,106,24
9216,50,89,19
9217,54,65,19
9218,43,103,21
9219,52,98,17
9220,43,92,17
9221,54,97,18
9222,48,134,17
9223,51,105,20
9224,49,93,18
9225,50,72,18
9226,50,113,17
9227,48,86,15
9228,52,99,20
9229,38,89,21
9230,37,92,19
9231,58,108,20
9232,42,99,20
9233,46,105,18
9234,39,114,17
9235,60,106,24
9236,47,104,22
9237,53,99,19
9238,49,57,20
9239,50,71,24
9240,52,78,18
9241,47,102,24
9242,45,91,22
9243,52,91,21
9244,54,102,18
9245,42,106,13
9246,48,71,21
9247,54,113,20
9248,46,104,22
9249,48,108,20
9250,39,108,19
9251,54,118,23
9252,58,115,18
9253,49,117,20
9254,52,117,22
9255,63,120,19
9256,54,108,18
9257,46,114,18
9258,43,74,16
9259,48,102,17
9260,43,111,18
9261,58,92,19
9262,52,105,19
9263,55,109,20
9264,50,122,19
9265,52,107,20
9266,47,106,24
9267,48,107,19
9268,49,101,19
9269,42,74,21
9270,49,92,19
9271,54,103,17
9272,44,79,22
9273,45,85,22
9274,54,98,19
9275,51,81,21
9276,56,91,20
9277,46,94,20
9278,50,90,19
9279,48,77,21
9280,55,119,20
9281,63,107,15
9282,51,115,19
9283,40,103,20
9284,50,105,20
9285,48,105,18
9286,52,86,19
9287,50,124,22
9288,53,80,19
9289,53,85,21
9290,55,89,20
9291,55,120,21
9292,54,106,22
9293,52,108,23
9294,50,110,21
9295,51,90,19
9296,46,105,20
9297,61,69,19
9298,52,98,19
9299,51,89,17
9300,46,93,18
9301,49,104,21
9302,52,117,21
9303,53,122,19
9304,51,121,18
9305,48,81,24
9306,52,95,17
9307,48,80,17
9308,44,108,20
9309,46,76,20
9310,47,109,18
9311,48,105,19
9312,50,103,20
9313,40,79,20
9314,50,105,18
9315,51,140,20
9316,49,132,18
9317,46,118,17
9318,49,95,22
9319,52,100,18
9320,44,86,20
9321,44,99,17
9322,52,101,22
9323,54,105,25
9324,59,101,20
9325,53,90,22
9326,56,88,17
9327,49,92,19
9328,42,112,22
9329,56,124,18
9330,40,108,22
9331,59,83,18
9332,52,82,19
9333,45,93,22
9334,56,97,14
9335,50,118,24
9336,49,102,20
9337,54,88,17
9338,53,78,16
9339,37,98,17
9340,48,116,18
9341,61,130,20
9342,49,85,20
9343,46,106,22
9344,52,74,22
9345,52,76,17
9346,52,114,17
9347,48,87,22
9348,49,106,22
9349,62,99,18
9350,47,113,18
9351,51,122,21
9352,50,103,23
9353,49,91,20
9354,56,73,20
9355,56,112,17
9356,51,108,19
9357,50,101,19
9358,38,116,18
9359,53,103,19
9360,55,100,17
9361,61,91,18
9362,51,112,21
9363,56,88,24
9364,53,103,20
9365,58,111,22
9366,51,85,20
9367,52,108,21
9368,47,102,21
9369,46,106,23
9370,49,92,15
9371,49,108,23
9372,55,65,19
9373,51,93,21
9374,54,84,22
9375,60,100,22
9376,51,120,19
9377,51,78,21
9378,50,96,21
9379,44,82,19
9380,52,112,22
9381,43,83,19
9382,48,128,21
9383,47,98,20
9384,51,107,16
9385,55,107,24
9386,55,72,18
9387,57,102,20
9388,51,91,21
9389,49,91,20
9390,45,96,21
9391,42,102,18
9392,49,116,22
9393,45,99,21
9394,50,125,19
9395,50,115,16
9396,40,88,22
9397,50,57,20
9398,59,91,17
9399,45,106,24
9400,52,115,22
9401,52,116,21
9402,54,103,21
9403,48,85,19
9404,49,79,18
9405,54,93,15
9406,52,83,21
9407,47,121,19
9408,46,81,18
9409,47,90,20
9410,51,96,21
9411,52,81,19
9412,40,64,18
9413,42,99,17
9414,51,85,22
9415,54,109,22
9416,48,67,24
9417,50,97,21
9418,52,111,24
9419,49,100,18
9420,46,94,18
9421,48,97,18
9422,56,125,19
9423,54,110,17
9424,50,77,23
9425,47,112,18
9426,47,99,20
9427,50,100,19
9428,43,78,19
9429,55,98,20
9430,49,117,21
9431,54,96,20
9432,50,83,19
9433,49,130,20
9434,50,68,19
